function_name,file,line_number,return_type,category,subcategory,fuzzing_priority,complexity,is_public_api,is_static,description,full_signature, fuzzed
testpcacheShutdown,test_pcache.c,67,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void testpcacheShutdown(void *pArg){, False
testpcacheTruncate,test_pcache.c,383,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static void testpcacheTruncate(sqlite3_pcache *pCache, unsigned iLimit){", False
testpcacheUnpin,test_pcache.c,290,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void testpcacheUnpin(, False
textToPointer,test_malloc.c,269,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int textToPointer(const char *z, void **pp){", False
timeFunc,date.c,1250,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void timeFunc(, False
timediffFunc,date.c,1612,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void timediffFunc(, False
tkt2213Function,test1.c,866,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void tkt2213Function(, False
tmpClose,test_onefile.c,147,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tmpClose(sqlite3_file*);, False
tmpClose,test_onefile.c,257,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tmpClose(sqlite3_file *pFile){, False
tmpDeviceCharacteristics,test_onefile.c,158,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int tmpDeviceCharacteristics(sqlite3_file*);, False
tmpDeviceCharacteristics,test_onefile.c,368,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int tmpDeviceCharacteristics(sqlite3_file *pFile){, False
tmpFileControl,test_onefile.c,156,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpFileControl(sqlite3_file*, int op, void *pArg);", False
tmpFileControl,test_onefile.c,354,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpFileControl(sqlite3_file *pFile, int op, void *pArg){", False
tmpFileSize,test_onefile.c,152,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpFileSize(sqlite3_file*, sqlite3_int64 *pSize);", False
tmpFileSize,test_onefile.c,323,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpFileSize(sqlite3_file *pFile, sqlite_int64 *pSize){", False
tmpRead,test_onefile.c,148,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpRead(sqlite3_file*, void*, int iAmt, sqlite3_int64 iOfst);", False
tmpRead,test_onefile.c,266,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tmpRead(, False
tmpSectorSize,test_onefile.c,157,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tmpSectorSize(sqlite3_file*);, False
tmpSectorSize,test_onefile.c,361,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tmpSectorSize(sqlite3_file *pFile){, False
tmpSync,test_onefile.c,151,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpSync(sqlite3_file*, int flags);", False
tmpSync,test_onefile.c,316,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpSync(sqlite3_file *pFile, int flags){", False
tmpTruncate,test_onefile.c,150,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpTruncate(sqlite3_file*, sqlite3_int64 size);", False
tmpTruncate,test_onefile.c,307,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpTruncate(sqlite3_file *pFile, sqlite_int64 size){", False
tmpWrite,test_onefile.c,149,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tmpWrite(sqlite3_file*, const void*, int iAmt, sqlite3_int64 iOfst);", False
tmpWrite,test_onefile.c,283,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tmpWrite(, False
toLocaltime,date.c,608,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int toLocaltime(, False
totalFinalize,func.c,2027,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void totalFinalize(sqlite3_context *context){, False
total_changes,func.c,640,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void total_changes(, False
trimFunc,func.c,1576,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void trimFunc(, False
tsErrno,test_syscall.c,194,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tsErrno(const char *zFunc){, False
tsErrno,test_syscall.c,391,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return tsErrno(""fallocate"");", False
tsIsFail,test_syscall.c,177,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tsIsFail(void){, False
tsIsFailErrno,test_syscall.c,211,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tsIsFailErrno(const char *zFunc){, False
ts_access,test_syscall.c,103,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_access(const char *zPath, int mode);", False
ts_access,test_syscall.c,248,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_access(const char *zPath, int mode){", False
ts_close,test_syscall.c,102,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int ts_close(int fd);, False
ts_close,test_syscall.c,232,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int ts_close(int fd){, False
ts_fallocate,test_syscall.c,119,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_fallocate(int fd, off_t off, off_t len);", False
ts_fallocate,test_syscall.c,389,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_fallocate(int fd, off_t off, off_t len){", False
ts_fchmod,test_syscall.c,118,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_fchmod(int fd, mode_t mode);", False
ts_fchmod,test_syscall.c,373,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_fchmod(int fd, mode_t mode){", False
ts_fcntl,test_syscall.c,108,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_fcntl(int fd, int cmd, ... );", False
ts_fcntl,test_syscall.c,298,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_fcntl(int fd, int cmd, ... ){", False
ts_fstat,test_syscall.c,106,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_fstat(int fd, struct stat *p);", False
ts_fstat,test_syscall.c,278,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_fstat(int fd, struct stat *p){", False
ts_ftruncate,test_syscall.c,107,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_ftruncate(int fd, off_t n);", False
ts_ftruncate,test_syscall.c,288,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_ftruncate(int fd, off_t n){", False
ts_open,test_syscall.c,101,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_open(const char *, int, int);", False
ts_open,test_syscall.c,222,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_open(const char *zFile, int flags, int mode){", False
ts_pread,test_syscall.c,110,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_pread(int fd, void *aBuf, size_t nBuf, off_t off);", False
ts_pread,test_syscall.c,322,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_pread(int fd, void *aBuf, size_t nBuf, off_t off){", False
ts_pread64,test_syscall.c,114,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_pread64(int fd, void *aBuf, size_t nBuf, sqlite3_uint64 off);", False
ts_pread64,test_syscall.c,332,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_pread64(int fd, void *aBuf, size_t nBuf, sqlite3_uint64 off){", False
ts_pwrite,test_syscall.c,116,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_pwrite(int fd, const void *aBuf, size_t nBuf, off_t off);", False
ts_pwrite,test_syscall.c,353,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_pwrite(int fd, const void *aBuf, size_t nBuf, off_t off){", False
ts_pwrite64,test_syscall.c,117,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_pwrite64(int fd, const void *aBuf, size_t nBuf, sqlite3_uint64 off);", False
ts_pwrite64,test_syscall.c,363,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_pwrite64(int fd, const void *aBuf, size_t nBuf, sqlite3_uint64 off){", False
ts_read,test_syscall.c,109,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_read(int fd, void *aBuf, size_t nBuf);", False
ts_read,test_syscall.c,312,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_read(int fd, void *aBuf, size_t nBuf){", False
ts_stat,test_syscall.c,105,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_stat(const char *zPath, struct stat *p);", False
ts_stat,test_syscall.c,268,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int ts_stat(const char *zPath, struct stat *p){", False
ts_write,test_syscall.c,115,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_write(int fd, const void *aBuf, size_t nBuf);", False
ts_write,test_syscall.c,342,ssize_t,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static ssize_t ts_write(int fd, const void *aBuf, size_t nBuf){", False
tvfsAccess,test_vfs.c,180,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsAccess(sqlite3_vfs*, const char *zName, int flags, int *);", False
tvfsAccess,test_vfs.c,722,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsAccess(, False
tvfsClose,test_vfs.c,162,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsClose(sqlite3_file*);, False
tvfsClose,test_vfs.c,314,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsClose(sqlite3_file *pFile){, False
tvfsCurrentTime,test_vfs.c,190,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsCurrentTime(sqlite3_vfs*, double*);", False
tvfsCurrentTime,test_vfs.c,827,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsCurrentTime(sqlite3_vfs *pVfs, double *pTimeOut){", False
tvfsDeviceCharacteristics,test_vfs.c,173,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int tvfsDeviceCharacteristics(sqlite3_file*);, False
tvfsDeviceCharacteristics,test_vfs.c,591,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int tvfsDeviceCharacteristics(sqlite3_file *pFile){, False
tvfsDlClose,test_vfs.c,186,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void tvfsDlClose(sqlite3_vfs*, void*);", False
tvfsDlClose,test_vfs.c,799,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void tvfsDlClose(sqlite3_vfs *pVfs, void *pHandle){", False
tvfsDlError,test_vfs.c,184,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void tvfsDlError(sqlite3_vfs*, int nByte, char *zErrMsg);", False
tvfsDlError,test_vfs.c,785,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void tvfsDlError(sqlite3_vfs *pVfs, int nByte, char *zErrMsg){", False
tvfsFetch,test_vfs.c,198,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsFetch(sqlite3_file*, sqlite3_int64, int, void**);", False
tvfsFetch,test_vfs.c,1069,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsFetch(, False
tvfsFileControl,test_vfs.c,171,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsFileControl(sqlite3_file*, int op, void *pArg);", False
tvfsFileControl,test_vfs.c,525,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsFileControl(sqlite3_file *pFile, int op, void *pArg){", False
tvfsFileSize,test_vfs.c,167,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsFileSize(sqlite3_file*, sqlite3_int64 *pSize);", False
tvfsFileSize,test_vfs.c,468,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsFileSize(sqlite3_file *pFile, sqlite_int64 *pSize){", False
tvfsFullPathname,test_vfs.c,181,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int tvfsFullPathname(sqlite3_vfs*, const char *zName, int, char *zOut);", False
tvfsFullPathname,test_vfs.c,755,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int tvfsFullPathname(, False
tvfsInjectCantopenerr,test_vfs.c,273,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int tvfsInjectCantopenerr(Testvfs *p){, False
tvfsInjectFault,test_vfs.c,253,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsInjectFault(TestFaultInject *p){, False
tvfsInjectFault,test_vfs.c,267,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,return tvfsInjectFault(&p->ioerr_err);, False
tvfsInjectFault,test_vfs.c,271,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,return tvfsInjectFault(&p->full_err);, False
tvfsInjectFault,test_vfs.c,274,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,return tvfsInjectFault(&p->cantopen_err);, False
tvfsInjectFullerr,test_vfs.c,270,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int tvfsInjectFullerr(Testvfs *p){, False
tvfsInjectIoerr,test_vfs.c,266,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsInjectIoerr(Testvfs *p){, False
tvfsOpen,test_vfs.c,178,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsOpen(sqlite3_vfs*, const char *, sqlite3_file*, int , int *);", False
tvfsOpen,test_vfs.c,603,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsOpen(, False
tvfsRandomness,test_vfs.c,188,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsRandomness(sqlite3_vfs*, int nByte, char *zOut);", False
tvfsRandomness,test_vfs.c,808,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsRandomness(sqlite3_vfs *pVfs, int nByte, char *zBufOut){", False
tvfsRead,test_vfs.c,163,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsRead(sqlite3_file*, void*, int iAmt, sqlite3_int64 iOfst);", False
tvfsRead,test_vfs.c,341,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsRead(, False
tvfsResultCode,test_vfs.c,223,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsResultCode(Testvfs *p, int *pRc){", False
tvfsSectorSize,test_vfs.c,172,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsSectorSize(sqlite3_file*);, False
tvfsSectorSize,test_vfs.c,579,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsSectorSize(sqlite3_file *pFile){, False
tvfsShmBarrier,test_vfs.c,195,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void tvfsShmBarrier(sqlite3_file*);, False
tvfsShmBarrier,test_vfs.c,1008,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void tvfsShmBarrier(sqlite3_file *pFile){, False
tvfsShmMap,test_vfs.c,194,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsShmMap(sqlite3_file*,int,int,int, void volatile **);", False
tvfsShmMap,test_vfs.c,890,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsShmMap(, False
tvfsShmOpen,test_vfs.c,192,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsShmOpen(sqlite3_file*);, False
tvfsShmOpen,test_vfs.c,831,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsShmOpen(sqlite3_file *pFile){, False
tvfsShmUnmap,test_vfs.c,196,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsShmUnmap(sqlite3_file*, int);", False
tvfsShmUnmap,test_vfs.c,1024,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsShmUnmap(, False
tvfsSleep,test_vfs.c,189,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsSleep(sqlite3_vfs*, int microseconds);", False
tvfsSleep,test_vfs.c,816,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsSleep(sqlite3_vfs *pVfs, int nMicro){", False
tvfsSync,test_vfs.c,166,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsSync(sqlite3_file*, int flags);", False
tvfsSync,test_vfs.c,424,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsSync(sqlite3_file *pFile, int flags){", False
tvfsTruncate,test_vfs.c,165,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsTruncate(sqlite3_file*, sqlite3_int64 size);", False
tvfsTruncate,test_vfs.c,403,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsTruncate(sqlite3_file *pFile, sqlite_int64 size){", False
tvfsUnfetch,test_vfs.c,199,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsUnfetch(sqlite3_file*, sqlite3_int64, void*);", False
tvfsUnfetch,test_vfs.c,1079,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsUnfetch(sqlite3_file *pFile, sqlite3_int64 iOfst, void *p){", False
tvfsWrite,test_vfs.c,164,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int tvfsWrite(sqlite3_file*,const void*,int iAmt, sqlite3_int64 iOfst);", False
tvfsWrite,test_vfs.c,368,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int tvfsWrite(, False
typeofFunc,func.c,79,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void typeofFunc(, False
unhexFunc,func.c,1403,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unhexFunc(, False
unicodeFunc,func.c,1284,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unicodeFunc(, False
unistrFunc,func.c,1181,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unistrFunc(, False
unixAccess,os_unix.c,6828,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixAccess(, False
unixClose,os_unix.c,2326,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixClose(sqlite3_file *id){, False
unixCurrentTime,os_unix.c,7172,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixCurrentTime(sqlite3_vfs *NotUsed, double *prNow){", False
unixCurrentTimeInt64,os_unix.c,7140,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int unixCurrentTimeInt64(sqlite3_vfs *NotUsed, sqlite3_int64 *piNow){", False
unixDescribeShm,os_unix.c,4119,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void unixDescribeShm(sqlite3_str*,unixShm*);", False
unixDescribeShm,os_unix.c,4594,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void unixDescribeShm(sqlite3_str *pStr, unixShm *pShm){", False
unixDeviceCharacteristics,os_unix.c,4465,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int unixDeviceCharacteristics(sqlite3_file *id){, False
unixDlClose,os_unix.c,7033,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void unixDlClose(sqlite3_vfs *NotUsed, void *pHandle){", False
unixDlError,os_unix.c,7000,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void unixDlError(sqlite3_vfs *NotUsed, int nBuf, char *zBufOut){", False
unixEnterMutex,os_unix.c,899,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unixEnterMutex(void){, False
unixFcntlExternalReader,os_unix.c,4116,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,"static int unixFcntlExternalReader(unixFile*, int*);", False
unixFcntlExternalReader,os_unix.c,4258,return,Other,Unknown,Low,High,False,False,Unknown function in Other subsystem,"return unixFcntlExternalReader((unixFile*)id, (int*)pArg);", False
unixFcntlExternalReader,os_unix.c,4618,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,"static int unixFcntlExternalReader(unixFile *pFile, int *piOut){", False
unixFetch,os_unix.c,5661,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixFetch(sqlite3_file *fd, i64 iOff, int nAmt, void **pp){", False
unixFileControl,os_unix.c,4126,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixFileControl(sqlite3_file *id, int op, void *pArg){", False
unixFileMutexHeld,os_unix.c,1357,int,Other,Unknown,Low,Medium,False,False,Unknown function in Other subsystem,int unixFileMutexHeld(unixFile *pFile){, False
unixFileMutexNotheld,os_unix.c,1361,int,Other,Unknown,Low,Medium,False,False,Unknown function in Other subsystem,int unixFileMutexNotheld(unixFile *pFile){, False
unixFileSize,os_unix.c,3996,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixFileSize(sqlite3_file *id, i64 *pSize){", False
unixFullPathname,os_unix.c,6955,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int unixFullPathname(, False
unixGetLastError,os_unix.c,7190,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static int unixGetLastError(sqlite3_vfs *NotUsed, int NotUsed2, char *NotUsed3){", False
unixGetSystemCall,os_unix.c,774,sqlite3_syscall_ptr,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static sqlite3_syscall_ptr unixGetSystemCall(, False
unixGetTempname,os_unix.c,4114,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixGetTempname(int nBuf, char *zBuf);", False
unixGetTempname,os_unix.c,6257,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixGetTempname(int nBuf, char *zBuf){", False
unixLeaveMutex,os_unix.c,903,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unixLeaveMutex(void){, False
unixLogError,os_unix.c,3878,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return unixLogError(SQLITE_CANTOPEN_BKPT, ""openDirectory"", zDirname);", False
unixLogError,os_unix.c,3919,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return unixLogError(SQLITE_IOERR_FSYNC, ""full_fsync"", pFile->zPath);", False
unixLogError,os_unix.c,3964,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return unixLogError(SQLITE_IOERR_TRUNCATE, ""ftruncate"", pFile->zPath);", False
unixLogError,os_unix.c,4085,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return unixLogError(SQLITE_IOERR_TRUNCATE, ""ftruncate"", pFile->zPath);", False
unixLogError,os_unix.c,6971,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return unixLogError(SQLITE_CANTOPEN_BKPT, ""getcwd"", zPath);", False
unixLogErrorAtLine,os_unix.c,1384,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int unixLogErrorAtLine(, False
unixMapfile,os_unix.c,2277,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixMapfile(unixFile *pFd, i64 nByte);", False
unixMapfile,os_unix.c,5624,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixMapfile(unixFile *pFd, i64 nMap){", False
unixModeBit,os_unix.c,4103,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void unixModeBit(unixFile *pFile, unsigned char mask, int *pArg){", False
unixMutexHeld,os_unix.c,908,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixMutexHeld(void) {, False
unixOpen,os_unix.c,6485,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixOpen(, False
unixOpenSharedMemory,os_unix.c,4899,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int unixOpenSharedMemory(unixFile *pDbFd){, False
unixRandomness,os_unix.c,7047,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixRandomness(sqlite3_vfs *NotUsed, int nBuf, char *zBuf){", False
unixRead,os_unix.c,3497,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixRead(, False
unixRemapfile,os_unix.c,5532,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unixRemapfile(, False
unixSectorSize,os_unix.c,4446,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixSectorSize(sqlite3_file *id){, False
unixSetSystemCall,os_unix.c,731,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int unixSetSystemCall(, False
unixShmBarrier,os_unix.c,5431,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unixShmBarrier(, False
unixShmMap,os_unix.c,5053,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixShmMap(, False
unixShmPurge,os_unix.c,4758,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unixShmPurge(unixFile *pFd){, False
unixShmRegionPerMap,os_unix.c,4744,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int unixShmRegionPerMap(void){, False
unixShmUnmap,os_unix.c,5450,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixShmUnmap(, False
unixSleep,os_unix.c,1719,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixSleep(sqlite3_vfs*,int);", False
unixSleep,os_unix.c,7094,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixSleep(sqlite3_vfs *NotUsed, int microseconds){", False
unixSync,os_unix.c,3896,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixSync(sqlite3_file *id, int flags){", False
unixTempFileInit,os_unix.c,6221,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void unixTempFileInit(void){, False
unixTruncate,os_unix.c,3946,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixTruncate(sqlite3_file *id, i64 nByte){", False
unixUnfetch,os_unix.c,5697,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int unixUnfetch(sqlite3_file *fd, i64 iOff, void *p){", False
unixUnmapfile,os_unix.c,2278,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unixUnmapfile(unixFile *pFd);, False
unixUnmapfile,os_unix.c,5507,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void unixUnmapfile(unixFile *pFd){, False
unixWrite,os_unix.c,3628,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int unixWrite(, False
